localitate,judet,abreviere,cod postal
Campulung,Arges,AG,115100
Valea Rumanestilor,Arges,AG,115101
Costesti,Arges,AG,115200
Brosteni (Costesti),Arges,AG,115201
Laceni,Arges,AG,115202
Parvu Rosu,Arges,AG,115203
Podu Brosteni,Arges,AG,115204
Smei,Arges,AG,115205
Starci,Arges,AG,115206
Curtea de Arges,Arges,AG,115300
Noaptes,Arges,AG,115301
Mioveni,Arges,AG,115400
Clucereasa,Arges,AG,115401
Colibasi,Arges,AG,115402
Fagetu,Arges,AG,115403
Racovita,Arges,AG,115404
Topoloveni,Arges,AG,115500
Botarcani,Arges,AG,115501
Crintesti,Arges,AG,115502
Goranesti,Arges,AG,115503
Tiganesti,Arges,AG,115504
Albestii de Arges,Arges,AG,117010
Albestii Ungureni,Arges,AG,117006
Bratesti,Arges,AG,117007
Doblea,Arges,AG,117008
Dobrotu,Arges,AG,117009
Albestii Pamanteni,Arges,AG,117010
Dumiresti,Arges,AG,117011
Florieni,Arges,AG,117012
Albestii de Muscel,Arges,AG,117025
Albesti,Arges,AG,117026
Bughea de Sus,Arges,AG,117027
Candesti,Arges,AG,117028
Albota,Arges,AG,117030
Cerbu,Arges,AG,117031
Fratesti,Arges,AG,117032
Gura Vaii,Arges,AG,117033
Mares,Arges,AG,117034
Aninoasa,Arges,AG,117035
Brosteni (Aninoasa),Arges,AG,117036
Slanic,Arges,AG,117037
Valea Silistii,Arges,AG,117038
Arefu,Arges,AG,117040
Capatanenii Pamanteni,Arges,AG,117041
Capatanenii Ungureni,Arges,AG,117042
Bascov,Arges,AG,117045
Braileni,Arges,AG,117046
Glambocu,Arges,AG,117047
Mica,Arges,AG,117048
Prislopu Mic,Arges,AG,117049
Schiau,Arges,AG,117051
Uiasca,Arges,AG,117052
Valea Ursului,Arges,AG,117053
Babana,Arges,AG,117055
Bajanesti,Arges,AG,117056
Ciobanesti,Arges,AG,117057
Cotmenita,Arges,AG,117058
Grosi,Arges,AG,117059
Lupueni,Arges,AG,117061
Slatioarele,Arges,AG,117062
Baiculesti,Arges,AG,117065
Alunisu (Baiculesti),Arges,AG,117066
Anghinesti,Arges,AG,117067
Argesani,Arges,AG,117068
Manicesti,Arges,AG,117069
Stejari,Arges,AG,117071
Tutana,Arges,AG,117072
Valea Brazilor,Arges,AG,117073
Valea lui Enache,Arges,AG,117074
Zigoneni,Arges,AG,117076
Balilesti,Arges,AG,117080
Bajesti,Arges,AG,117081
Golesti (Balilesti),Arges,AG,117082
Poienita,Arges,AG,117083
Priboaia,Arges,AG,117084
Ulita,Arges,AG,117086
Valea Mare-Bratia,Arges,AG,117087
Barla,Arges,AG,117090
Afrimesti,Arges,AG,117091
Badesti (Barla),Arges,AG,117092
Brabeti,Arges,AG,117093
Ciocesti,Arges,AG,117094
Malu (Barla),Arges,AG,117096
Mandra,Arges,AG,117097
Mozacenii-Vale,Arges,AG,117098
Podisoru,Arges,AG,117099
Selareasca,Arges,AG,117101
Urlueni,Arges,AG,117102
Zuvelcati,Arges,AG,117103
Beleti-Negresti,Arges,AG,117113
Beleti,Arges,AG,117111
Lentea,Arges,AG,117112
Negresti,Arges,AG,117113
Zgripcesti,Arges,AG,117114
Berevoesti,Arges,AG,117115
Bratia (Berevoesti),Arges,AG,117116
Gamacesti,Arges,AG,117117
Otelu,Arges,AG,117118
Bogati,Arges,AG,117120
Barloi,Arges,AG,117121
Bujoi,Arges,AG,117122
Chitesti,Arges,AG,117123
Dumbrava,Arges,AG,117124
Glambocel,Arges,AG,117126
Glambocelu,Arges,AG,117127
Suseni (Bogati),Arges,AG,117128
Boteni,Arges,AG,117130
Balabani,Arges,AG,117131
Lunca,Arges,AG,117132
Muscel,Arges,AG,117133
Botesti,Arges,AG,117135
Mosteni-Greci,Arges,AG,117136
Bradu,Arges,AG,117140
Geamana,Arges,AG,117141
Bradulet,Arges,AG,117145
Alunisu (Bradulet),Arges,AG,117146
Bradetu,Arges,AG,117147
Cosaci,Arges,AG,117148
Galesu,Arges,AG,117149
Piatra (Bradulet),Arges,AG,117151
Slamnesti,Arges,AG,117152
Uleni,Arges,AG,117153
Ungureni (Bradulet),Arges,AG,117154
Budeasa,Arges,AG,117155
Budeasa Mare,Arges,AG,117156
Budeasa Mica,Arges,AG,117157
Calotesti,Arges,AG,117158
Galasesti (Budeasa),Arges,AG,117159
Rogojina,Arges,AG,117161
Valea Marului,Arges,AG,117162
Bughea de Jos,Arges,AG,117165
Buzoesti,Arges,AG,117170
Bujoreni,Arges,AG,117171
Cornatel,Arges,AG,117172
Curteanca,Arges,AG,117173
Ionesti,Arges,AG,117174
Podeni,Arges,AG,117176
Redea,Arges,AG,117177
Serboeni,Arges,AG,117178
Tomsanca,Arges,AG,117179
Vladuta,Arges,AG,117181
Vulpesti,Arges,AG,117182
Caldararu,Arges,AG,117190
Burdea,Arges,AG,117191
Strambeni (Caldararu),Arges,AG,117192
Calinesti,Arges,AG,117195
Carstieni,Arges,AG,117196
Ciocanesti,Arges,AG,117197
Glodu (Calinesti),Arges,AG,117198
Gorganu,Arges,AG,117199
Radu Negru,Arges,AG,117201
Rancaciov,Arges,AG,117202
Udeni-Zavoi,Arges,AG,117203
Urlucea,Arges,AG,117204
Valea Corbului,Arges,AG,117206
Valeni-Podgoria,Arges,AG,117207
Vranesti,Arges,AG,117210
Cateasca,Arges,AG,117220
Catanele,Arges,AG,117221
Ciresu,Arges,AG,117222
Coseri,Arges,AG,117223
Gruiu (Cateasca),Arges,AG,117224
Recea (Cateasca),Arges,AG,117620
Silistea,Arges,AG,117227
Cepari,Arges,AG,117230
Carpenis,Arges,AG,117231
Ceparii Pamanteni,Arges,AG,117232
Ceparii Ungureni,Arges,AG,117233
Morasti,Arges,AG,117234
Sendrulesti,Arges,AG,117236
Urluiesti,Arges,AG,117237
Valea Magurei,Arges,AG,117238
Zamfiresti (Cepari),Arges,AG,117239
Cetateni,Arges,AG,117240
Laicai,Arges,AG,117241
Valea Cetatuia,Arges,AG,117242
Cicanesti,Arges,AG,117245
Barasti,Arges,AG,117246
Mioarele (Cicanesti),Arges,AG,117247
Urechesti,Arges,AG,117248
Ciofrangeni,Arges,AG,117250
Burlusi,Arges,AG,117251
Lacurile,Arges,AG,117252
Piatra (Ciofrangeni),Arges,AG,117253
Schitu-Matei,Arges,AG,117254
Ciomagesti,Arges,AG,117255
Beculesti,Arges,AG,117256
Bratia (Ciomagesti),Arges,AG,117116
Cungrea,Arges,AG,117258
Dogari,Arges,AG,117259
Fedelesoiu,Arges,AG,117261
Giuclani,Arges,AG,117262
Paunesti,Arges,AG,117263
Radutesti,Arges,AG,117264
Cocu,Arges,AG,117265
Barbatesti,Arges,AG,117266
Crucisoara,Arges,AG,117267
Facaletesti,Arges,AG,117268
Greabanu,Arges,AG,117269
Popesti (Cocu),Arges,AG,117271
Rachitele de Jos,Arges,AG,117272
Rachitele de Sus,Arges,AG,117273
Corbeni,Arges,AG,117275
Berindesti,Arges,AG,117276
Bucsenesti,Arges,AG,117277
Oestii Pamanteni,Arges,AG,117278
Oestii Ungureni,Arges,AG,117279
Poienari (Corbeni),Arges,AG,117281
Rotunda,Arges,AG,117282
Turburea,Arges,AG,117283
Corbi,Arges,AG,117285
Corbsori,Arges,AG,117286
Jgheaburi,Arges,AG,117287
Poduri,Arges,AG,117288
Poienarei,Arges,AG,117289
Stanesti,Arges,AG,117291
Cosesti,Arges,AG,117295
Jupanesti,Arges,AG,117296
Lapusani,Arges,AG,117297
Leicesti,Arges,AG,117298
Pacioiu,Arges,AG,117299
Petresti,Arges,AG,117301
Priseaca,Arges,AG,117302
Cotmeana,Arges,AG,117305
Bascovele,Arges,AG,117306
Bunesti (Cotmeana),Arges,AG,117307
Dealu Padurii,Arges,AG,117308
Dragolesti,Arges,AG,117309
Costesti (Cotmeana),Arges,AG,117310
Lintesti,Arges,AG,117311
Negesti,Arges,AG,117312
Pielesti,Arges,AG,117313
Sandulesti,Arges,AG,117314
Spiridoni,Arges,AG,117316
Ursoaia,Arges,AG,117317
Varloveni,Arges,AG,117318
Zamfiresti (Cotmeana),Arges,AG,117319
Cuca,Arges,AG,117330
Baltata,Arges,AG,117331
Barbalani,Arges,AG,117332
Carcesti,Arges,AG,117333
Cotu (Cuca),Arges,AG,117334
Crivatu,Arges,AG,117336
Launele de Sus,Arges,AG,117337
Macai,Arges,AG,117338
Manesti,Arges,AG,117339
Sinesti,Arges,AG,117341
Stanicei,Arges,AG,117342
Teodoresti,Arges,AG,117343
Valea Cucii,Arges,AG,117344
Vonigeasa,Arges,AG,117346
Davidesti,Arges,AG,117350
Contesti,Arges,AG,117351
Voroveni,Arges,AG,117352
Dambovicioara,Arges,AG,117355
Ciocanu,Arges,AG,117356
Podu Dambovitei,Arges,AG,117357
Darmanesti,Arges,AG,117360
Negreni,Arges,AG,117361
Piscani,Arges,AG,117362
Valea Nandrii,Arges,AG,117363
Valea Rizii,Arges,AG,117364
Dobresti,Arges,AG,117365
Furesti,Arges,AG,117366
Domnesti,Arges,AG,117370
Dragoslavele,Arges,AG,117375
Valea Hotarului,Arges,AG,117376
Draganu,Arges,AG,117380
Bacesti,Arges,AG,117381
Draganu-Olteni,Arges,AG,117382
Dumbravesti,Arges,AG,117383
Prislopu Mare,Arges,AG,117384
Godeni,Arges,AG,117385
Bordeieni,Arges,AG,117386
Capu Piscului (Godeni),Arges,AG,117387
Cotesti,Arges,AG,117388
Malu (Godeni),Arges,AG,117389
Harsesti,Arges,AG,117390
Ciobani,Arges,AG,117391
Martalogi,Arges,AG,117392
Hartiesti,Arges,AG,117395
Barzesti,Arges,AG,117396
Dealu,Arges,AG,117397
Huluba,Arges,AG,117398
Lespezi,Arges,AG,117399
Lucieni,Arges,AG,117401
Vulturesti,Arges,AG,117402
Izvoru,Arges,AG,117405
Leordeni,Arges,AG,117410
Baloteasca,Arges,AG,117411
Baila,Arges,AG,117412
Bantau,Arges,AG,117413
Budisteni,Arges,AG,117414
Carciumaresti,Arges,AG,117416
Ciolcesti,Arges,AG,117417
Ciulnita,Arges,AG,117418
Cotu Malului,Arges,AG,117419
Glambocata,Arges,AG,117421
Glambocata-Deal,Arges,AG,117422
Glodu (Leordeni),Arges,AG,117423
Moara Mocanului,Arges,AG,117424
Schitu Scoicesti,Arges,AG,117426
Leresti,Arges,AG,117430
Pojorata,Arges,AG,117431
Voinesti,Arges,AG,117432
Lunca Corbului,Arges,AG,117435
Bumbueni,Arges,AG,117436
Catane,Arges,AG,117437
Ciesti,Arges,AG,117438
Langesti,Arges,AG,117439
Marghia de Jos,Arges,AG,117441
Marghia de Sus,Arges,AG,117442
Padureti,Arges,AG,117443
Silisteni,Arges,AG,117444
Malureni,Arges,AG,117445
Bunesti (Malureni),Arges,AG,117446
Pauleasca (Malureni),Arges,AG,117447
Toplita,Arges,AG,117448
Zarnesti,Arges,AG,117449
Maracineni,Arges,AG,117450
Argeselu,Arges,AG,117451
Merisani,Arges,AG,117455
Borlesti,Arges,AG,117456
Brateasca,Arges,AG,117457
Capu Piscului (Merisani),Arges,AG,117458
Crampotani,Arges,AG,117459
Dobrogostea,Arges,AG,117461
Malu Vanat,Arges,AG,117462
Varzaru,Arges,AG,117463
Valcelele,Arges,AG,117464
Micesti,Arges,AG,117465
Branzari,Arges,AG,117466
Pauleasca (Micesti),Arges,AG,117465
Purcareni (Micesti),Arges,AG,117468
Mihaesti,Arges,AG,117470
Draghici,Arges,AG,117471
Furnicosi,Arges,AG,117472
Rudeni (Mihaesti),Arges,AG,117473
Valea Bradului,Arges,AG,117474
Valea Popii (Mihaesti),Arges,AG,117476
Vacarea,Arges,AG,117477
Mioarele,Arges,AG,117480
Alunis,Arges,AG,117481
Chilii,Arges,AG,117482
Cocenesti,Arges,AG,117483
Matau,Arges,AG,117484
Suslanesti,Arges,AG,117486
Mirosi,Arges,AG,117490
Surdulesti,Arges,AG,117491
Moraresti,Arges,AG,117495
Dealu Obejdeanului,Arges,AG,117496
Dedulesti,Arges,AG,117497
Luminile,Arges,AG,117498
Mancioiu,Arges,AG,117499
Sapunari,Arges,AG,117501
Mosoaia,Arges,AG,117505
Batrani,Arges,AG,117506
Ciocanai,Arges,AG,117507
Dealu Viilor (Mosoaia),Arges,AG,117508
Hintesti,Arges,AG,117509
Lazaresti (Mosoaia),Arges,AG,117511
Smeura,Arges,AG,117512
Mozaceni,Arges,AG,117515
Babaroaga,Arges,AG,117516
Zidurile,Arges,AG,117517
Musatesti,Arges,AG,117520
Bolovanesti,Arges,AG,117521
Costesti-Valsan,Arges,AG,117522
Prosia,Arges,AG,117523
Robaia,Arges,AG,117524
Stroesti,Arges,AG,117526
Valea Faurului,Arges,AG,117527
Valea Muscelului,Arges,AG,117528
Valea lui Mas,Arges,AG,117529
Valsanesti,Arges,AG,117531
Negrasi,Arges,AG,117535
Barlogu,Arges,AG,117536
Buta,Arges,AG,117537
Mozacu,Arges,AG,117538
Nucsoara,Arges,AG,117540
Gruiu (Nucsoara),Arges,AG,117541
Sboghitesti,Arges,AG,117542
Slatina,Arges,AG,117543
Oarja,Arges,AG,117545
Ceausesti,Arges,AG,117546
Pietrosani,Arges,AG,117550
Badesti (Pietrosani),Arges,AG,117551
Ganesti,Arges,AG,117552
Retevoiesti,Arges,AG,117553
Varzaroaia,Arges,AG,117554
Poiana Lacului,Arges,AG,117555
Catunasi,Arges,AG,117556
Cepari (Poiana Lacului),Arges,AG,117557
Dealu Orasului,Arges,AG,117558
Dealu Viilor (Poiana Lacului),Arges,AG,117559
Dinculesti,Arges,AG,117561
Galeteanu,Arges,AG,117562
Gardinesti,Arges,AG,117563
Galcesti,Arges,AG,117564
Metofu,Arges,AG,117566
Paduroiu din Deal,Arges,AG,117567
Paduroiu din Vale,Arges,AG,117568
Samara,Arges,AG,117569
Poienarii de Arges,Arges,AG,117575
Ceauresti,Arges,AG,117576
Ioanicesti,Arges,AG,117577
Poienari (Poienarii de Arges),Arges,AG,117578
Tomulesti,Arges,AG,117579
Poienarii de Muscel,Arges,AG,117580
Grosani,Arges,AG,117581
Jugur,Arges,AG,117582
Poienari (Poienarii de Muscel),Arges,AG,117583
Serbanesti (Poienarii de Muscel),Arges,AG,117584
Valea Indarat,Arges,AG,117586
Popesti,Arges,AG,117590
Adunati,Arges,AG,117591
Bucov,Arges,AG,117592
Palanga,Arges,AG,117593
Purcareni (Popesti),Arges,AG,117594
Raca,Arges,AG,117596
Slobozia (Popesti),Arges,AG,117597
Priboieni,Arges,AG,117600
Albotele,Arges,AG,117601
Paraschivesti,Arges,AG,117602
Pitoi,Arges,AG,117603
Samaila,Arges,AG,117604
Valea Mare,Arges,AG,117606
Valea Nenii,Arges,AG,117607
Valea Popii (Priboieni),Arges,AG,117608
Ratesti,Arges,AG,117610
Ciupa-Manciulescu,Arges,AG,117611
Furduesti,Arges,AG,117612
Mavrodolu,Arges,AG,117613
Nejlovelu,Arges,AG,117614
Patuleni,Arges,AG,117616
Tigveni (Ratesti),Arges,AG,117740
Recea,Arges,AG,117620
Deagu de Jos,Arges,AG,117621
Deagu de Sus,Arges,AG,117622
Goleasca,Arges,AG,117623
Orodel,Arges,AG,117624
Rociu,Arges,AG,117625
Gliganu de Jos,Arges,AG,117626
Gliganu de Sus,Arges,AG,117627
Serbanesti (Rociu),Arges,AG,117628
Rucar,Arges,AG,117630
Satic,Arges,AG,117631
Salatrucu,Arges,AG,117635
Valeni,Arges,AG,117636
Sapata,Arges,AG,117640
Banaresti,Arges,AG,117641
Dealu Bradului,Arges,AG,117642
Draghicesti,Arges,AG,117643
Gainusa,Arges,AG,117644
Lipia,Arges,AG,117646
Martesti,Arges,AG,117647
Popesti (Sapata),Arges,AG,117648
Turcesti,Arges,AG,117649
Schitu Golesti,Arges,AG,117650
Burnesti,Arges,AG,117651
Costita,Arges,AG,117652
Lazaresti (Schitu Golesti),Arges,AG,117653
Loturi,Arges,AG,117654
Valea Pechii,Arges,AG,117656
Slobozia,Arges,AG,117660
Nigrisoara,Arges,AG,117661
Stalpeni,Arges,AG,117665
Dealu Frumos,Arges,AG,117666
Livezeni,Arges,AG,117667
Ogrezea,Arges,AG,117668
Opresti,Arges,AG,117669
Pitigaia,Arges,AG,117671
Radesti,Arges,AG,117672
Stoenesti,Arges,AG,117675
Badeni,Arges,AG,117676
Cotenesti,Arges,AG,117677
Lunca Gartii,Arges,AG,117678
Piatra (Stoenesti),Arges,AG,117679
Slobozia (Stoenesti),Arges,AG,117681
Valea Badenilor,Arges,AG,117682
Stolnici,Arges,AG,117685
Cochinesti,Arges,AG,117686
Cotmeana (Stolnici),Arges,AG,117305
Falfani,Arges,AG,117688
Izbasesti,Arges,AG,117689
Vlascuta,Arges,AG,117691
Suseni,Arges,AG,117695
Burdesti,Arges,AG,117696
Cersani,Arges,AG,117697
Chiritesti (Suseni),Arges,AG,117695
Galasesti (Suseni),Arges,AG,117699
Odaeni,Arges,AG,117701
Padureni,Arges,AG,117702
Strambeni (Suseni),Arges,AG,117703
Stefanesti (Suseni),Arges,AG,117704
Tutulesti,Arges,AG,117706
Stefan cel Mare,Arges,AG,117710
Glavacioc,Arges,AG,117711
Stefanesti,Arges,AG,117715
Enculesti,Arges,AG,117716
Golesti (Stefanesti),Arges,AG,117717
Izvorani,Arges,AG,117718
Stefanestii Noi,Arges,AG,117719
Valea Mare-Podgoria,Arges,AG,117721
Viisoara,Arges,AG,117722
Zavoi,Arges,AG,117723
Suici,Arges,AG,117725
Ianculesti,Arges,AG,117726
Paltenu,Arges,AG,117727
Pauleni,Arges,AG,117728
Rudeni (Suici),Arges,AG,117729
Valea Calului,Arges,AG,117731
Teiu,Arges,AG,117735
Lesile,Arges,AG,117736
Tigveni,Arges,AG,117740
Badislava,Arges,AG,117741
Balilesti (Tigveni),Arges,AG,117742
Balteni,Arges,AG,117743
Barsestii de Jos,Arges,AG,117744
Barsestii de Sus,Arges,AG,117746
Blaju,Arges,AG,117747
Vladesti (Tigveni),Arges,AG,117748
Titesti,Arges,AG,117750
Bucsenesti-Lotasi,Arges,AG,117751
Cismea,Arges,AG,117752
Valea Manastirii,Arges,AG,117753
Valea Stanii,Arges,AG,117754
Uda,Arges,AG,117755
Badulesti,Arges,AG,117756
Baranesti,Arges,AG,117757
Branistea,Arges,AG,117758
Chiritesti (Uda),Arges,AG,117759
Cotu (Uda),Arges,AG,117761
Dealu Bisericii,Arges,AG,117762
Dealu Tolcesii,Arges,AG,117763
Diconesti,Arges,AG,117764
Gorani,Arges,AG,117766
Greaban,Arges,AG,117767
Lungulesti,Arges,AG,117768
Miercani,Arges,AG,117769
Rajletu-Govora,Arges,AG,117771
Romana,Arges,AG,117772
Salistea,Arges,AG,117773
Ungheni,Arges,AG,117780
Coltu,Arges,AG,117781
Gaujani,Arges,AG,117782
Goia,Arges,AG,117783
Humele,Arges,AG,117784
Satu Nou,Arges,AG,117786
Valea Danului,Arges,AG,117790
Banicesti,Arges,AG,117791
Bolculesti,Arges,AG,117792
Borobanesti,Arges,AG,117793
Vernesti,Arges,AG,117794
Valea Iasului,Arges,AG,117795
Badila,Arges,AG,117796
Barbalatesti,Arges,AG,117797
Borovinesti,Arges,AG,117798
Cerbureni,Arges,AG,117799
Mustatesti,Arges,AG,117801
Ruginoasa,Arges,AG,117802
Ungureni (Valea Iasului),Arges,AG,117803
Valea Uleiului,Arges,AG,117804
Valea Mare-Pravat,Arges,AG,117805
Bilcesti,Arges,AG,117806
Colnic,Arges,AG,117807
Fantanea,Arges,AG,117808
Gura Pravat,Arges,AG,117809
Namaesti,Arges,AG,117811
Pietroasa,Arges,AG,117812
Selari,Arges,AG,117813
Vedea,Arges,AG,117815
Badicea,Arges,AG,117816
Blejani,Arges,AG,117817
Buretesti,Arges,AG,117818
Chiritesti (Vedea),Arges,AG,117819
Chitani,Arges,AG,117821
Ciuresti,Arges,AG,117822
Dincani,Arges,AG,117823
Fata,Arges,AG,117824
Fratici,Arges,AG,117826
Izvoru de Jos,Arges,AG,117827
Izvoru de Sus,Arges,AG,117828
Lungani,Arges,AG,117829
Mogosesti,Arges,AG,117831
Prodani,Arges,AG,117832
Ratoi,Arges,AG,117833
Vata,Arges,AG,117834
Varsesti,Arges,AG,117836
Vetisoara,Arges,AG,117837
Vladesti,Arges,AG,117840
Coteasca,Arges,AG,117841
Draghescu,Arges,AG,117842
Putina,Arges,AG,117843
Nehoiu,Buzau,BZ,125100
Basca Rozilei,Buzau,BZ,125101
Chirlesti,Buzau,BZ,125102
Curmatura,Buzau,BZ,125103
Lunca Priporului,Buzau,BZ,125104
Mlajet,Buzau,BZ,125105
Nehoiasu,Buzau,BZ,125106
Paltineni,Buzau,BZ,125107
Stanila,Buzau,BZ,125108
Vinetisu,Buzau,BZ,125109
Pogoanele,Buzau,BZ,125200
Caldarasti,Buzau,BZ,125201
Ramnicu Sarat,Buzau,BZ,125300
Amaru,Buzau,BZ,127005
Campeni,Buzau,BZ,127006
Dulbanu,Buzau,BZ,127007
Lacu Sinaia,Buzau,BZ,127008
Lunca (Amaru),Buzau,BZ,127009
Scorteanca,Buzau,BZ,127011
Balta Alba,Buzau,BZ,127015
Amara,Buzau,BZ,127016
Baile,Buzau,BZ,127017
Stavarasti,Buzau,BZ,127018
Balaceanu,Buzau,BZ,127020
Beceni,Buzau,BZ,127025
Arbanasi,Buzau,BZ,127026
Carpinistea,Buzau,BZ,127027
Dogari,Buzau,BZ,127028
Floresti,Buzau,BZ,127029
Gura Dimienii,Buzau,BZ,127031
Izvoru Dulce (Beceni),Buzau,BZ,127032
Margariti,Buzau,BZ,127033
Valea Parului,Buzau,BZ,127034
Berca,Buzau,BZ,127035
Baceni,Buzau,BZ,127036
Cojanu,Buzau,BZ,127037
Joseni,Buzau,BZ,127038
Manastirea Ratesti,Buzau,BZ,127039
Paclele,Buzau,BZ,127041
Plescoi,Buzau,BZ,127042
Plesesti (Berca),Buzau,BZ,127043
Ratesti,Buzau,BZ,127044
Satuc,Buzau,BZ,127046
Tatarligu,Buzau,BZ,127047
Valea Nucului,Buzau,BZ,127048
Viforata,Buzau,BZ,127049
Bisoca,Buzau,BZ,127055
Baltagari,Buzau,BZ,127056
Lacurile,Buzau,BZ,127057
Lopatareasa,Buzau,BZ,127058
Plesi,Buzau,BZ,127059
Recea,Buzau,BZ,127061
Sarile,Buzau,BZ,127062
Sindrila,Buzau,BZ,127063
Blajani,Buzau,BZ,127065
Soresti,Buzau,BZ,127066
Boldu,Buzau,BZ,127070
Bozioru,Buzau,BZ,127075
Buduile,Buzau,BZ,127076
Fisici,Buzau,BZ,127077
Gavanele,Buzau,BZ,127078
Gresia,Buzau,BZ,127079
Izvoarele,Buzau,BZ,127081
Nucu,Buzau,BZ,127082
Scaeni,Buzau,BZ,127083
Ulmet,Buzau,BZ,127084
Vavalucile,Buzau,BZ,127086
Bradeanu,Buzau,BZ,127090
Mitropolia,Buzau,BZ,127091
Smardan,Buzau,BZ,127092
Braesti,Buzau,BZ,127095
Bratilesti,Buzau,BZ,127096
Goidesti,Buzau,BZ,127097
Ivanetu,Buzau,BZ,127098
Parscovelu,Buzau,BZ,127099
Pinu,Buzau,BZ,127101
Ruginoasa,Buzau,BZ,127102
Breaza,Buzau,BZ,127105
Badeni,Buzau,BZ,127106
Greceanca,Buzau,BZ,127107
Valeanca-Vilanesti,Buzau,BZ,127108
Vispesti,Buzau,BZ,127109
Buda,Buzau,BZ,127110
Alexandru Odobescu,Buzau,BZ,127111
Danulesti,Buzau,BZ,127112
Mucesti-Danulesti,Buzau,BZ,127113
Spidele,Buzau,BZ,127114
Toropalesti,Buzau,BZ,127116
Valea Larga,Buzau,BZ,127117
C.A. Rosetti,Buzau,BZ,127120
Balteni,Buzau,BZ,127121
Balhacu,Buzau,BZ,127122
Cotu Ciorii,Buzau,BZ,127123
Lunca (C.A. Rosetti),Buzau,BZ,127124
Vizireni,Buzau,BZ,127126
Calvini,Buzau,BZ,127130
Bascenii de Jos,Buzau,BZ,127131
Bascenii de Sus,Buzau,BZ,127132
Frasinet,Buzau,BZ,127133
Olari,Buzau,BZ,127134
Canesti,Buzau,BZ,127135
Gontesti,Buzau,BZ,127136
Negosina,Buzau,BZ,127137
Pacurile,Buzau,BZ,127138
Suchea,Buzau,BZ,127139
Valea Verzei,Buzau,BZ,127141
Catina,Buzau,BZ,127145
Corbu (Catina),Buzau,BZ,127146
Slobozia,Buzau,BZ,127147
Valea Catinei,Buzau,BZ,127148
Zeletin,Buzau,BZ,127149
Cernatesti,Buzau,BZ,127150
Aldeni,Buzau,BZ,127151
Baesti,Buzau,BZ,127152
Caldarusa,Buzau,BZ,127153
Fulga,Buzau,BZ,127154
Manasia,Buzau,BZ,127156
Vladeni,Buzau,BZ,127157
Zarnestii de Slanic,Buzau,BZ,127158
Chiliile,Buzau,BZ,127160
Budesti,Buzau,BZ,127161
Crevelesti,Buzau,BZ,127162
Ghiocari,Buzau,BZ,127163
Glodu-Petcari,Buzau,BZ,127164
Poiana Pletari,Buzau,BZ,127166
Trestioara (Chiliile),Buzau,BZ,127167
Chiojdu,Buzau,BZ,127170
Basca Chiojdului,Buzau,BZ,127171
Catiasu,Buzau,BZ,127172
Lera,Buzau,BZ,127173
Plescioara,Buzau,BZ,127174
Poenitele,Buzau,BZ,127176
Cilibia,Buzau,BZ,127180
Gara Cilibia,Buzau,BZ,127181
Manzu,Buzau,BZ,127182
Movila Oii,Buzau,BZ,127183
Posta (Cilibia),Buzau,BZ,127184
Cislau,Buzau,BZ,127185
Barasti,Buzau,BZ,127186
Buda Craciunesti,Buzau,BZ,127187
Gura Bascei,Buzau,BZ,127188
Scarisoara,Buzau,BZ,127189
Cochirleanca,Buzau,BZ,127190
Boboc,Buzau,BZ,127191
Gara Bobocu,Buzau,BZ,127192
Rosioru,Buzau,BZ,127193
Tarlele,Buzau,BZ,127194
Colti,Buzau,BZ,127195
Alunis,Buzau,BZ,127196
Coltii de Jos,Buzau,BZ,127197
Muscelu Caramanesti,Buzau,BZ,127198
Costesti,Buzau,BZ,127200
Budisteni,Buzau,BZ,127201
Gomoesti,Buzau,BZ,127202
Grosani,Buzau,BZ,127203
Pietrosu,Buzau,BZ,127204
Spataru,Buzau,BZ,127206
Cozieni,Buzau,BZ,127210
Anini,Buzau,BZ,127211
Balanesti,Buzau,BZ,127212
Bercesti,Buzau,BZ,127213
Ciocanesti,Buzau,BZ,127214
Cocarceni,Buzau,BZ,127216
Colteni,Buzau,BZ,127217
Fata lui Nan,Buzau,BZ,127218
Glodurile,Buzau,BZ,127219
Izvoru (Cozieni),Buzau,BZ,127221
Lungesti,Buzau,BZ,127222
Nistoresti,Buzau,BZ,127223
Pietraru,Buzau,BZ,127224
Punga,Buzau,BZ,127226
Teisu,Buzau,BZ,127227
Trestia,Buzau,BZ,127228
Tulburea,Buzau,BZ,127229
Valea Banului,Buzau,BZ,127231
Valea Roatei,Buzau,BZ,127232
Zapodia,Buzau,BZ,127233
Galbinasi,Buzau,BZ,127240
Bentu,Buzau,BZ,127241
Tabarasti,Buzau,BZ,127242
Gheraseni,Buzau,BZ,127245
Suditi (Gheraseni),Buzau,BZ,127246
Ghergheasa,Buzau,BZ,127250
Salcioara,Buzau,BZ,127251
Glodeanu Sarat,Buzau,BZ,127255
Caldaruseanca,Buzau,BZ,127256
Ileana,Buzau,BZ,127257
Pitulicea,Buzau,BZ,127258
Glodeanu-Silistea,Buzau,BZ,127260
Casota,Buzau,BZ,127261
Carligu Mare,Buzau,BZ,127262
Carligu Mic,Buzau,BZ,127263
Corbu (Glodeanu-Silistea),Buzau,BZ,127264
Cotorca,Buzau,BZ,127266
Satu Nou (Glodeanu-Silistea),Buzau,BZ,127267
Vacareasca,Buzau,BZ,127268
Grebanu,Buzau,BZ,127270
Homesti,Buzau,BZ,127271
